K_DECTOP,LIB_CODE,LIB_NAME,LIB_ADDR,LIB_CITY,LIB_ZIP,LIB_ZIP4,LIB_PHONE,LIB_CNTY,C_OUT_TYP,C_MSA,C_SER_POP,LIB_NUM_BM,K_SEQ,STABR,PUB_FIPS,YR
FL0001,FL0001-002,OCALA PUBLIC LIBRARY,15 SOUTHEAST OSCEOLA AVENUE,OCALA,32671,2196,9046298551,MARION,CE,CC,F,-1,002,FL,12,93
FL0001,FL0001-003,WILLISTON PUBLIC LIBRARY,P.O. BOX 373,WILLISTON,32696,0373,9045282313,LEVY,BR,NO,U,-1,003,FL,12,93
FL0001,FL0001-004,A.F. KNOTTS PUBLIC LIBRARY,P.O. BOX 489,YANKEETOWN,32698,0489,9044474212,LEVY,BR,NO,U,-1,004,FL,12,93
FL0001,FL0001-005,BELLEVIEW LIBRARY,P.O. BOX 310,BELLEVIEW,32620,0310,9042455552,MARION,BR,NC,U,-1,005,FL,12,93
FL0001,FL0001-006,BRONSON LIBRARY,TOWN HALL,BRONSON,32621,  -1,9044862354,LEVY,BR,NO,U,-1,006,FL,12,93
FL0001,FL0001-007,CEDAR KEY LIBRARY,BOX 550,CEDAR KEY,32625,0550,9045435132,LEVY,BR,NO,U,-1,007,FL,12,93
FL0001,FL0001-008,DUNNELLON LIBRARY,P.O. BOX 758,DUNNELLON,32630,0758,9044894196,MARION,BR,NC,U,-1,008,FL,12,93
FL0001,FL0001-009,FOREST BRANCH,"C/O MID-STATE FEDERAL RT.2, BOX 504",SILVER SPRINGS,32688,9602,9046298551,MARION,BR,NC,U,-1,009,FL,12,93
FL0001,FL0001-010,HERMAN B. OBERMAN LIBRARY,4040 DEEPWATER COURT,DUNNELLON,32630,3813,9044894716,MARION,BR,NC,U,-1,010,FL,12,93
FL0001,FL0001-011,LUTHER CALLAWAY LIBRARY,BOX 1940,CHIEFLAND,32626,1940,9044932758,LEVY,BR,NO,U,-1,011,FL,12,93
FL0001,FL0001-012,REDDICK LIBRARY,P.O. BOX 699,REDDICK,32686,0699,9045912698,MARION,BR,NC,U,-1,012,FL,12,93
FL0002,FL0002-003,PUNTA GORDA PUBLIC LIBRARY,424 WEST HENRY STREET,PUNTA GORDA,33950,6122,9046392049,CHARLOTTE,BR,NO,U,-1,003,FL,12,93
FL0002,FL0002-005,ENGLEWOOD CHARLOTTE PUBLIC LIBRARY,3450 MCCALL ROAD,ENGLEWOOD,34224,8651,8134741881,CHARLOTTE,BR,NO,U,-1,005,FL,12,93
FL0002,FL0002-006,GLADES COUNTY PUBLIC LIBRARY,"P.O. BOX 505, RIVERSIDE DRIVE",MOORE HAVEN,33471,0505,8139460744,GLADES,BR,NO,U,-1,006,FL,12,93
FL0002,FL0002-007,MURDOCK PUBLIC LIBRARY,18400 MURDOCK CIRCLE,PORT CHARLOTTE,33948,1099,8137431462,CHARLOTTE,BR,NO,U,-1,007,FL,12,93
FL0002,FL0002-008,PORT CHARLOTTE PUBLIC LIBRARY,2280 AARON STREET,PORT CHARLOTTE,33952,5299,8136256470,CHARLOTTE,BR,NO,U,-1,008,FL,12,93
FL0003,FL0003-002,JACKSONVILLE PUBLIC LIBRARY SYSTEM,122 NORTH OCEAN STREET,JACKSONVILLE,32202,3374,9046301994,DUVAL,CE,CC,J,-1,002,FL,12,93
FL0003,FL0003-003,MANDARIN BRANCH,3330 KORI ROAD,JACKSONVILLE,32257,5454,9042625201,DUVAL,BR,CC,U,-1,003,FL,12,93
FL0003,FL0003-004,BEACHES BRANCH,600 THIRD STREET,NEPTUNE BEACH,32266,5068,9042411141,DUVAL,BR,NC,U,-1,004,FL,12,93
FL0003,FL0003-005,WILLOWBRANCH BRANCH,2875 PARK STREET,JACKSONVILLE,32205,8099,9043874668,DUVAL,BR,CC,U,-1,005,FL,12,93
FL0003,FL0003-007,WESTBROOK BRANCH,2809 COMMONWEALTH AVENUE,JACKSONVILLE,32205,2559,9043847424,DUVAL,BR,CC,U,-1,007,FL,12,93
FL0003,FL0003-008,WEBB WESCONNETT BRANCH,6887 103RD STREET,JACKSONVILLE,32210,6897,9047787305,DUVAL,BR,CC,U,-1,008,FL,12,93
FL0003,FL0003-009,FERNANDINA BEACH LIBRARY,25 NORTH STREET,FERNANDINA BEACH,32034,4123,9042777365,DUVAL,BR,NC,U,-1,009,FL,12,93
FL0003,FL0003-010,CALLAHAN DEPOT LIBRARY,"P.O. BOX 1758, RAILROAD AVENUE",CALLAHAN,32011,1758,9048795337,DUVAL,BR,NC,U,-1,010,FL,12,93
FL0003,FL0003-011,REGENCY SQUARE BRANCH,9900 REGENCY SQUARE BLVD.,JACKSONVILLE,32225,6539,9047245455,DUVAL,BR,CC,U,-1,011,FL,12,93
FL0003,FL0003-012,NORTHWEST BRANCH,1755 EDGEWOOD AVENUE WEST,JACKSONVILLE,32208,7206,9047655402,DUVAL,BR,CC,U,-1,012,FL,12,93
FL0003,FL0003-013,MURRAY HILL BRANCH,918 EDGEWOOD AVENUE SOUTH,JACKSONVILLE,32205,5341,9043842665,DUVAL,BR,CC,U,-1,013,FL,12,93
FL0003,FL0003-014,HIGHLANDS BRANCH,1826 DUNN AVENUE,JACKSONVILLE,32218,4712,9047577702,DUVAL,BR,CC,U,-1,014,FL,12,93
FL0003,FL0003-015,GRAHAM BRANCH,2304 MYRTLE AVENUE,JACKSONVILLE,32209,5099,9046300922,DUVAL,BR,CC,U,-1,015,FL,12,93
FL0003,FL0003-017,EASTSIDE BRANCH,1390 HARRISON STREET,JACKSONVILLE,32206,5399,9046300921,DUVAL,BR,CC,U,-1,017,FL,12,93
FL0004,FL0004-003,NORTHWEST REGIONAL LIBRARY SYSTEM,CALLER BOX 2625,PANAMA CITY,32402,2625,9047853457,BAY,CE,CC,H,-1,003,FL,12,93
FL0004,FL0004-004,HOLMES COUNTY LIBRARY,CITY HALL BUILDING,BONIFAY,32425,3573,9045473573,HOLMES,BR,NO,U,-1,004,FL,12,93
FL0004,FL0004-005,LIBERTY COUNTY LIBRARY,P.O. BOX 697,BRISTOL,32321,0697,9046432247,LIBERTY,BR,NO,U,-1,005,FL,12,93
FL0004,FL0004-007,PANAMA CITY BEACH LIBRARY,HIGHWAY 79,PANAMA CITY BEACH,32407,  -1,9042350232,BAY,BR,NC,U,-1,007,FL,12,93
FL0004,FL0004-009,SPRINGFIELD BRANCH,408 SCHOOL AVENUE,SPRINGFIELD,32401,  -1,9047851181,BAY,BR,NC,U,-1,009,FL,12,93
FL0004,FL0004-010,PORT ST. JOE BRANCH,HIGHWAY 71 NORTH,PORT ST. JOE,32456,  -1,9042298879,GULF,BR,NO,U,-1,010,FL,12,93
FL0004,FL0004-012,WEWA BRANCH LIBRARY,WEWA BRANCH,WEWAHITCHKA,32456,  -1,9046392419,GULF,BR,NO,U,-1,012,FL,12,93
FL0004,FL0004-013,PARKER PUBLIC LIBRARY,1001 W. PARK ST.,PARKER,32404,  -1,9047853457,BAY,BR,NC,U,-1,013,FL,12,93
FL0005,FL0005-003,EAST ORANGE LIBRARY,9318 EAST COLONIAL DRIVE,ORLANDO,32817,4166,4072770021,ORANGE,BR,CC,U,-1,003,FL,12,93
FL0005,FL0005-004,EDGEWATER LIBRARY,6250 EDGEWATER DR. SUITE 1400,ORLANDO,32810,4743,4072953613,ORANGE,BR,CC,U,-1,004,FL,12,93
FL0005,FL0005-005,NORTH ORANGE LIBRARY,1211 EAST SEMORAN BLVD.,APOPKA,32703,5524,4078893335,ORANGE,BR,NC,U,-1,005,FL,12,93
FL0005,FL0005-006,WEST COLONIAL LIBRARY,7210 WEST COLONIAL DR.,ORLANDO,32818,6743,4072953223,ORANGE,BR,CC,U,-1,006,FL,12,93
FL0005,FL0005-007,SOUTH TRAIL LIBRARY,4702 SOUTH ORANGE BLOSSOM TRAIL,ORLANDO,32809,1708,4078590110,ORANGE,BR,CC,U,-1,007,FL,12,93
FL0005,FL0005-008,SOUTHEAST LIBRARY,2101 SOUTH SEMORAN BLVD.,ORLANDO,32822,2794,4072822011,ORANGE,BR,CC,U,-1,008,FL,12,93
FL0005,FL0005-009,SOUTHWEST LIBRARY,7255 DELLA DR.,ORLANDO,32819,5138,4073525702,ORANGE,BR,CC,U,-1,009,FL,12,93
FL0005,FL0005-010,WASHINGTON PARK LIBRARY,5151 RALEIGH ST.,ORLANDO,32811,3974,4072938562,ORANGE,BR,CC,U,-1,010,FL,12,93
FL0005,FL0005-011,WEST ORANGE LIBRARY,ONE EAST CYPRESS,WINTER GARDEN,32787,3905,4076564582,ORANGE,BR,NC,U,-1,011,FL,12,93
FL0007,FL0007-002,SUWANNEE RIVER REGIONAL LIBRARY SYSTEM,207 PINE AVENUE,LIVE OAK,32060,2394,9043625779,SUWANNEE,CE,NO,G,-1,002,FL,12,93
FL0007,FL0007-003,MADISON COUNTY LIBRARY,CORNER COLLEGE AT HAMILTON DR.,MADISON,32340,  -1,9049736814,MADISON,BR,NO,U,-1,003,FL,12,93
FL0007,FL0007-004,BRANFORD PUBLIC LIBRARY,P.O. BOX DRAWER G,BRANFORD,32008,  -1,9049351556,SUWANNEE,BR,NO,U,-1,004,FL,12,93
FL0007,FL0007-005,DIXIE COUNTY LIBRARY,P.O. BOX 306,CROSS CITY,32628,0306,9044983949,DIXIE,BR,NO,U,-1,005,FL,12,93
FL0007,FL0007-006,GILCHRIST COUNTY LIBRARY,P.O. BOX 532,TRENTON,32693,0532,9044632210,GILCHRIST,BR,NO,U,-1,006,FL,12,93
FL0007,FL0007-007,GREENVILLE PUBLIC LIBRARY,P.O. BOX 278,GREENVILLE,32331,0278,9049482529,MADISON,BR,NO,U,-1,007,FL,12,93
FL0007,FL0007-008,HAMILTON COUNTY LIBRARY,"ROUTE 4, BOX 3",JASPER,32052,9201,9047922285,HAMILTON,BR,NO,U,-1,008,FL,12,93
FL0007,FL0007-009,LAFAYETTE COUNTY LIBRARY,P.O. BOX 418,MAYO,32066,0418,9042941021,LAFAYETTE,BR,NO,U,-1,009,FL,12,93
FL0007,FL0007-010,LEE LIBRARY,                                 -1,LEE,32059,  -1,9049715665,MADISON,BR,NO,U,-1,010,FL,12,93
FL0008,FL0008-002,WEST FLORIDA REGIONAL LIBRARY,200 WEST GREGORY STREET,PENSACOLA,32501,4878,9044351760,ESCAMBIA,CE,CC,U,-1,002,FL,12,93
FL0008,FL0008-003,MILTON LIBRARY,805 ALABAMA STREET,MILTON,32571,3908,9046235565,SANTA ROSA,BR,NC,U,-1,003,FL,12,93
FL0008,FL0008-004,LUCIA M. TRYON BRANCH,5740 NORTH NINTH AVE.,PENSACOLA,32504,8970,9044763969,ESCAMBIA,BR,NC,U,-1,004,FL,12,93
FL0008,FL0008-005,JAY LIBRARY,215-B ALABAMA ST.,JAY,32565,1065,9046756293,SANTA ROSA,BR,NC,U,-1,005,FL,12,93
FL0008,FL0008-006,GULF BREEZE LIBRARY,1060 SHORELINE DR.,GULF BREEZE,32561,4702,9049325166,SANTA ROSA,BR,NC,U,-1,006,FL,12,93
FL0009,FL0009-002,ALACHUA BRANCH LIBRARY,P.O. BOX 550,ALACHUA,32615,0550,0904622592,ALACHUA,BR,NC,U,-1,002,FL,12,93
FL0009,FL0009-004,ALACHUA COUNTY DETENTION CENTER BRANCH,3333 NE 39TH AVENUE,GAINESVILLE,32601,2699,9043771040,ALACHUA,BR,CC,U,-1,004,FL,12,93
FL0009,FL0009-005,HAWTHORNE BRANCH LIBRARY,P.O. BOX 1087,HAWTHORNE,32640,1087,9044813388,ALACHUA,BR,NC,U,-1,005,FL,12,93
FL0009,FL0009-006,HIGH SPRINGS BRANCH LIBRARY,P.O. BOX 804,HIGH SPRINGS,32643,0804,9044542515,ALACHUA,BR,NC,U,-1,006,FL,12,93
FL0009,FL0009-007,MICANOPY BRANCH LIBRARY,P.O. BOX 200,MICANOPY,32667,0200,9044663122,ALACHUA,BR,NC,U,-1,007,FL,12,93
FL0011,FL0011-002,CAPE CANAVERAL PUBLIC LIBRARY,7400 POINSETTA AVENUE,CAPE CANAVERAL,32920,3067,4078781101,BREVARD,BR,NC,U,-1,002,FL,12,93
FL0011,FL0011-004,EAU GALLIE PUBLIC LIBRARY,1521 PINEAPPLE AVENUE,MELBOURNE,32935,6594,4072554304,BREVARD,BR,CC,U,-1,004,FL,12,93
FL0011,FL0011-005,MEADOWLANE COMMUNITY LIBRARY,3030 W NEW HAVEN AVENUE,MELBOURNE,32904,3566,4079524508,BREVARD,BR,CC,U,-1,005,FL,12,93
FL0011,FL0011-006,CENTRAL BREVARD LIBRARY AND REFERENCE CENTER,308 FORREST AVENUE,COCOA,32922,7781,4076331792,BREVARD,BR,NC,U,-1,006,FL,12,93
FL0011,FL0011-007,MERRITT ISLAND PUBLIC LIBRARY,1195 N. COURTENAY PARKWAY,MERRITT ISLAND,32953,4596,4074551369,BREVARD,BR,NC,U,-1,007,FL,12,93
FL0011,FL0011-008,NORTH BREVARD PUBLIC LIBRARY,2121 SOUTH HOPKINS AVENUE,TITUSVILLE,32780,4792,4072645026,BREVARD,BR,CC,U,-1,008,FL,12,93
FL0011,FL0011-009,PALM BAY PUBLIC LIBRARY,1520 PORT MALABLAR BLVD. NE,PALM BAY,32905,5440,4079524519,BREVARD,BR,CC,U,-1,009,FL,12,93
FL0011,FL0011-010,PORT ST. JOHN PUBLIC LIBRARY,6500 CAROLE AVENUE,COCOA,32927,8404,4076331867,BREVARD,BR,NC,U,-1,010,FL,12,93
FL0011,FL0011-011,MELBOURNE PUBLIC LIBRARY,540 EAST FEE AVENUE,MELBOURNE,32901,4608,4079524514,BREVARD,BR,CC,U,-1,011,FL,12,93
FL0011,FL0011-012,SATELLITE BEACH PUBLIC LIBRARY,751 JAMAICA BOULEVARD,SATELLITE BEACH,32937,3465,4077794004,BREVARD,BR,NC,U,-1,012,FL,12,93
FL0011,FL0011-013,COCOA BEACH PUBLIC LIBRARY,55 S. BREVARD AVENUE,COCOA BEACH,32931,2798,4078681104,BREVARD,BR,NC,U,-1,013,FL,12,93
FL0011,FL0011-014,STONE COMMUNITY LIBRARY,1101 EAST UNIVERSITY BLVD.,MELBOURNE,32901,7297,4079524511,BREVARD,BR,CC,U,-1,014,FL,12,93
FL0012,FL0012-003,CORAL SPRINGS BRANCH,10077 NW 29TH STREET,CORAL SPRINGS,33065,3967,3053413900,BROWARD,BR,NC,U,-1,003,FL,12,93
FL0012,FL0012-004,DANIA BRANCH,100 WEST DANIA BEACH BLVD.,DANIA,33004,3699,3059262420,BROWARD,BR,NC,U,-1,004,FL,12,93
FL0012,FL0012-005,HOLLYWOOD BRANCH,2600 HOLLYWOOD BOULEVARD,HOLLYWOOD,33020,4890,3059262430,BROWARD,BR,CC,U,-1,005,FL,12,93
FL0012,FL0012-006,HALLANDALE BRANCH,300 S. FEDERAL HIGHWAY,HALLANDALE,33009,6431,3054571750,BROWARD,BR,NC,U,-1,006,FL,12,93
FL0012,FL0012-007,DEERFIELD BEACH PERCY WHITE BRANCH,81 NE THIRD AVENUE,DEERFIELD BEACH,33441,3526,3053601380,BROWARD,BR,NC,U,-1,007,FL,12,93
FL0012,FL0012-008,DAVIE/COOPER CITY BRANCH,4600 SW 82ND AVENUE,DAVIE,33328,3708,3056800050,BROWARD,BR,UK,U,-1,008,FL,12,93
FL0012,FL0012-009,CENTURY PLAZA BRANCH,1892 W. HILLSBORO BLVD.,DEERFIELD BEACH,33441,1486,3053601330,BROWARD,BR,NC,U,-1,009,FL,12,93
FL0012,FL0012-010,FORT LAUDERDALE BRANCH,1300 EAST SUNRISE BLVD.,FORT LAUDERDALE,33304,2898,3057654263,BROWARD,BR,CC,U,-1,010,FL,12,93
FL0012,FL0012-011,CARVER RANCHES BRANCH,4735 SW 18TH STREET,HOLLYWOOD,33032,3307,3059851945,BROWARD,BR,CC,U,-1,011,FL,12,93
FL0012,FL0012-012,COLLIER CITY BRANCH,2800 NW 9TH COURT,POMPANO BEACH,33069,2199,3059683820,BROWARD,BR,CC,U,-1,012,FL,12,93
FL0012,FL0012-013,LAUDERHILL/CITY HALL COMPLEX BRANCH,2000 CITY HALL DRIVE,LAUDERHILL,33313,  -1,3054971630,BROWARD,BR,NC,U,-1,013,FL,12,93
FL0012,FL0012-014,MARGATE CATHARINE YOUNG BRANCH,5810 PARK DRIVE,MARGATE,33063,3682,3059683800,BROWARD,BR,NC,U,-1,014,FL,12,93
FL0012,FL0012-015,NORTH LAUDERDALE BRANCH,6601 BOULEVARD OF CHAMPIONS,NORTH LAUDERDALE,33068,3800,3059683840,BROWARD,BR,NC,U,-1,015,FL,12,93
FL0012,FL0012-016,RIVERLAND BRANCH,2710 WEST DAVIE BLVD.,FORT LAUDERDALE,33312,2927,3057911085,BROWARD,BR,CC,U,-1,016,FL,12,93
FL0012,FL0012-017,SOUTH REGIONAL/BCC LIBRARY,7300 PINES BOULEVARD,PEMBROKE PINES,33024,7297,3059638825,BROWARD,BR,NC,U,-1,017,FL,12,93
FL0012,FL0012-019,VON D. MIZELL BRANCH,1409 SISTRUNK BLVD.,FORT LAUDERDALE,33311,7987,3057654269,BROWARD,BR,CC,U,-1,019,FL,12,93
FL0012,FL0012-020,IMPERIAL POINT BRANCH,5985 NORTH FEDERAL HIGHWAY,FORT LAUDERDALE,33308,2660,3054921800,BROWARD,BR,CC,U,-1,020,FL,12,93
FL0012,FL0012-021,SUNRISE BRANCH,6600 SUNSET STRIP,SUNRISE,33313,2893,3057492525,BROWARD,BR,NC,U,-1,021,FL,12,93
FL0012,FL0012-022,TAMARAC BRANCH,8601 WEST MCNAB ROAD,TAMARAC,33321,3243,3057202200,BROWARD,BR,NC,U,-1,022,FL,12,93
FL0012,FL0012-023,LAUDERDALE LAKES BRANCH,3521 NW 43RD AVENUE,LAUDERDALE LAKES,33319,  -1,3054973627,BROWARD,BR,NC,U,-1,023,FL,12,93
FL0012,FL0012-024,WEST REGIONAL LIBRARY,8601 WEST BROWARD BLVD.,PLANTATION,33324,2670,3058313300,BROWARD,BR,NC,U,-1,024,FL,12,93
FL0012,FL0012-025,TYRONE BRYANT BRANCH,2230 NW 21ST AVENUE,FORT LAUDERDALE,33311,2961,3054971675,BROWARD,BR,CC,U,-1,025,FL,12,93
FL0014,FL0014-002,OAKLAND PARK LIBRARY,1298 N.E. 37TH STREET,OAKLAND PARK,33334,4576,3059466398,BROWARD,CE,NC,F,-1,002,FL,12,93
FL0014,FL0014-003,OAKLAND PARK LIBRARY BRANCH,2100 NW 39TH STREET,OAKLAND PARK,33311,6200,3055616112,BROWARD,BR,NC,U,-1,003,FL,12,93
FL0017,FL0017-003,ALTHA PUBLIC LIBRARY,P.O. BOX 241,ALTHA,32421,0241,9047628280,CALHOUN,BR,NO,U,-1,003,FL,12,93
FL0017,FL0017-004,KINARD PUBLIC LIBRARY,RT. 1 BOX 50,KINARD,32449,9710,9046395125,CALHOUN,BR,NO,U,-1,004,FL,12,93
FL0018,FL0018-003,HOMOSASSA LIBRARY,P.O. BOX 395,HOMOSASSA,34487,0395,9046285626,CITRUS,BR,NO,U,-1,003,FL,12,93
FL0018,FL0018-004,HERNANDO LIBRARY,P.O.BOX 386,HERNANDO,34442,0386,9047260013,CITRUS,BR,NO,U,-1,004,FL,12,93
FL0018,FL0018-005,LAKES REGION LIBRARY,1511 DRUID ROAD,INVERNESS,34450,4500,9047262357,CITRUS,BR,NO,U,-1,005,FL,12,93
FL0018,FL0018-006,FLORAL CITY LIBRARY,"BOX 619, 8240 EAST ORANGE AVE.",FLORAL CITY,34436,0619,9047263671,CITRUS,BR,NO,U,-1,006,FL,12,93
FL0018,FL0018-007,BEVERLY HILLS PUBLIC LIBRARY,1 CIVIC CIRCLE,BEVERLY HILLS,34465,3326,9047463489,CITRUS,BR,NO,U,-1,007,FL,12,93
FL0019,FL0019-003,KEYSTONE HEIGHTS BRANCH LIBRARY,P.O. BOX 710,KEYSTONE HEIGHTS,32656,0710,9044734286,CLAY,BR,NC,U,-1,003,FL,12,93
FL0019,FL0019-004,MIDDLEBURG BRANCH LIBRARY,2245 ASTER ST.,MIDDLEBURG,32068,6872,9042822495,CLAY,BR,NC,U,-1,004,FL,12,93
FL0019,FL0019-005,ORANGE PARK BRANCH LIBRARY,2054 PLAINFIELD AVENUE,ORANGE PARK,32073,5498,9042649764,CLAY,BR,NC,U,-1,005,FL,12,93
FL0020,FL0020-003,EAST NAPLES BRANCH LIBRARY,8787 TAMIAMI TRAIL EAST,NAPLES,33962,3313,8137755592,COLLIER,BR,CC,U,-1,003,FL,12,93
FL0020,FL0020-004,MARCO ISLAND BRANCH LIBRARY,210 SOUTH HEATHWOOD DR.,MARCO ISLAND,33937,5000,8133943272,COLLIER,BR,NC,U,-1,004,FL,12,93
FL0020,FL0020-005,COLLIER NORTH BRANCH LIBRARY,810 VANDERBILT BEACH ROAD,NAPLES,33963,8707,8135978444,COLLIER,BR,CC,U,-1,005,FL,12,93
FL0020,FL0020-006,IMMOKALEE BRANCH LIBRARY,417 NORTH FIRST STREET,IMMOKALEE,33934,3196,8136572882,COLLIER,BR,NC,U,-1,006,FL,12,93
FL0020,FL0020-007,GOLDEN GATE BRANCH LIBRARY,4898 CORONADO PARKWAY,NAPLES,33999,6989,8134551441,COLLIER,BR,CC,U,-1,007,FL,12,93
FL0021,FL0021-003,FORT WHITE BRANCH LIBRARY,"ROUTE 1, BOX 2",FORT WHITE,32038,9701,9044971108,COLUMBIA,BR,NO,U,-1,003,FL,12,93
FL0021,FL0021-004,DETENTION CENTER LIBRARY,490 NORTH COLUMBIA STREET,LAKE CITY,32055,2891,9047581119,COLUMBIA,BR,NO,U,-1,004,FL,12,93
FL0023,FL0023-003,LUA A. CURTISS BRANCH LIBRARY,501 EAST FOURTH AVENUE,HIALEAH,33010,4893,3058836950,DADE,BR,CC,U,-1,003,FL,12,93
FL0025,FL0025-003,ALLAPATTAH BRANCH LIBRARY,1799 NW 35TH STREET,MIAMI,33142,5421,9046386086,DADE,BR,CC,U,-1,003,FL,12,93
FL0025,FL0025-004,COCONUT GROVE BRANCH,2875 MCFARLANE ROAD,MIAMI,33133,6008,3054428695,DADE,BR,CC,U,-1,004,FL,12,93
FL0025,FL0025-005,CORAL GABLES BRANCH,3443 SEGOVIA STREET,CORAL GABLES,33134,7099,3054428706,DADE,BR,NC,U,-1,005,FL,12,93
FL0025,FL0025-006,CORAL REEF BRANCH LIBRARY,9211 CORAL REEF,MIAMI,33157,1772,3052338325,DADE,BR,CC,U,-1,006,FL,12,93
FL0025,FL0025-007,KEY BISCAYNE BRANCH,299 CRANDON BLVD,MIAMI,33149,1503,3053616134,DADE,BR,CC,U,-1,007,FL,12,93
FL0025,FL0025-008,LEMON CITY BRANCH,430 NE 61ST STREET,MIAMI,33137,2221,3057570662,DADE,BR,CC,U,-1,008,FL,12,93
FL0025,FL0025-009,DADE COUNTY TALKING BOOK LIBRARY,150 NE 79TH STREET,MIAMI,33138,4890,3057518687,DADE,BR,CC,U,-1,009,FL,12,93
FL0025,FL0025-010,LITTLE RIVER BRANCH,160 NE 79TH STREET,MIAMI,33138,4890,3057518589,DADE,BR,CC,U,-1,010,FL,12,93
FL0025,FL0025-011,FAIRLAWN BRANCH LIBRARY,6869 SW 8TH STREET,MIAMI,33144,4742,3052611571,DADE,BR,CC,U,-1,011,FL,12,93
FL0025,FL0025-012,MIAMI BEACH BRANCH,2100 COLLINS AVE.,MIAMI BEACH,33139,1794,3055354219,DADE,BR,NC,U,-1,012,FL,12,93
FL0025,FL0025-013,HISPANIC BRANCH LIBRARY,2190 WEST FLAGLER ST.,MIAMI,33135,1639,3055419444,DADE,BR,CC,U,-1,013,FL,12,93
FL0025,FL0025-014,MIAMI LAKES/PALM SPRINGS NORTH,6699 WINDMILL GATE ROAD,MIAMI LAKES,33014,  -1,3058226521,DADE,BR,NC,U,-1,014,FL,12,93
FL0025,FL0025-015,KENDALL BRANCH LIBRARY,9101 SW 97TH AVE.,MIAMI,33176,1985,3052790521,DADE,BR,CC,U,-1,015,FL,12,93
FL0025,FL0025-016,EDISON CENTER BRANCH LIBRARY,531 NW 62ND STREET,MIAMI,33150,4327,3057578687,DADE,BR,CC,U,-1,016,FL,12,93
FL0025,FL0025-017,GRAPELAND HEIGHTS BRANCH,1400 NW 37TH AVENUE,MIAMI,33125,1738,3056385255,DADE,BR,CC,U,-1,017,FL,12,93
FL0025,FL0025-018,HOMESTEAD BRANCH LIBRARY,700 NORTH HOMESTEAD BLVD.,HOMESTEAD,33030,6212,3052460168,DADE,BR,NC,U,-1,018,FL,12,93
FL0025,FL0025-019,CULMER/OVERTOWN BRANCH,350 NW 13TH STREET,MIAMI,33136,2598,3055795322,DADE,BR,CC,U,-1,019,FL,12,93
FL0025,FL0025-020,MIAMI SPRINGS BRANCH,401 WESTWARD DR.,MIAMI SPRINGS,33166,5155,3058842575,DADE,BR,NC,U,-1,020,FL,12,93
FL0025,FL0025-021,MODEL CITY BRANCH,2211 NW 54TH STREET,MIAMI,33142,3007,3056386978,DADE,BR,CC,U,-1,021,FL,12,93
FL0025,FL0025-022,NORTH DADE REGIONAL,2455 NW 183RD STREET,MIAMI,33056,  -1,3056256424,DADE,BR,CC,U,-1,022,FL,12,93
FL0025,FL0025-023,NORTH SHORE BRANCH,7501 COLLINS AVE,MIAMI BEACH,33141,2107,3058645392,DADE,BR,NC,U,-1,023,FL,12,93
FL0025,FL0025-024,NORTHEAST BRANCH,2930 AVENTURA BLVD.,MIAMI,33180,3199,3059315512,DADE,BR,CC,U,-1,024,FL,12,93
FL0025,FL0025-025,SHENANDOAH BRANCH,2111 SW 19TH STREET,MIAMI,33145,2129,3058545286,DADE,BR,CC,U,-1,025,FL,12,93
FL0025,FL0025-026,SOUTH DADE REGIONAL,10750 SW 211 STREET,MIAMI,33189,2898,3052338140,DADE,BR,CC,U,-1,026,FL,12,93
FL0025,FL0025-027,SOUTH MIAMI BRANCH,6000 SUNSET DR.,SOUTH MIAMI,33143,5004,3056676121,DADE,BR,NC,U,-1,027,FL,12,93
FL0025,FL0025-028,SOUTH SHORE BRANCH,225 WASHINGTON AVE.,MIAMI BEACH,33139,7115,3055354223,DADE,BR,NC,U,-1,028,FL,12,93
FL0025,FL0025-029,WEST DADE REGIONAL,9445 CORAL WAY,MIAMI,33165,  -1,3055531134,DADE,BR,CC,U,-1,029,FL,12,93
FL0028,FL0028-002,FLAGLER BEACH LIBRARY,P.O. BOX 449,FLAGLER BEACH,32136,0449,9044392452,FLAGLER,CE,NO,C,-1,002,FL,12,93
FL0030,FL0030-003,CHATTAHOOCHEE PUBLIC LIBRARY,715 MAIN STREET,CHATTAHOOCHEE,32324,  -1,9046632707,GADSDEN,BR,NC,U,-1,003,FL,12,93
FL0030,FL0030-004,HAVANA PUBLIC LIBRARY,116 EAST 7TH AVENUE,HAVANA,32333,1620,9045395579,GADSDEN,BR,NC,U,-1,004,FL,12,93
FL0032,FL0032-003,LABELLE FREE PUBLIC LIBRARY,P.O. BOX 785  461 NORTH MAIN STREET,LABELLE,33935,4610,9046750833,HENDRY,BR,NO,U,-1,003,FL,12,93
FL0034,FL0034-003,AVON PARK PUBLIC LIBRARY,100 N MUSEUM AVE.,AVON PARK,33825,3156,8134534842,HIGHLANDS,BR,NO,U,-1,003,FL,12,93
FL0034,FL0034-004,LAKE PLACID MEMORIAL LIBRARY,8 NORTH OAK ST.,LAKE PLACID,33852,9546,8134656261,HIGHLANDS,BR,NO,U,-1,004,FL,12,93
FL0035,FL0035-003,BRANDON BRANCH,619 VONDERBURG DRIVE,BRANDON,33511,5972,8137445630,HILLSBOROUGH,BR,NC,U,-1,003,FL,12,93
