K_DECTOP,LIB_CODE,LIB_NAME,LIB_ADDR,LIB_CITY,LIB_ZIP,LIB_ZIP4,LIB_PHONE,LIB_CNTY,C_OUT_TYP,C_MSA,C_SER_POP,LIB_NUM_BM,K_SEQ,STABR,PUB_FIPS,YR
NJ0138,NJ0138-002,GILL MEMORIAL LIBRARY,BROAD ST. & COMMERCE,PAULSBORO,08066,1296,6094235155,Gloucester,CE,NC,D,0,002,NJ,34,93
NJ0139,NJ0139-002,MCCOWAN MEMORIAL LIBRARY,15 PITMAN AVENUE,PITMAN,08071,1135,6095891656,Gloucester,CE,NC,D,0,002,NJ,34,93
NJ0140,NJ0140-002,SWEDESBORO PUBLIC LIBRARY,KINGS HIGHWAY,SWEDESBORO,08085,9608,6094670111,Gloucester,CE,NC,B,0,002,NJ,34,93
NJ0141,NJ0141-002,MARGARET E HEGGAN PUBLIC LIBRARY,RR3/BOX 284C,SEWELL,08080,9338,6095893334,Gloucester,CE,NC,F,0,002,NJ,34,93
NJ0142,NJ0142-002,WENONAH FREE PUBLIC LIBRARY,101 E. MANTUA AVENUE,WENONAH,08090,1950,6094686323,Gloucester,CE,NC,B,0,002,NJ,34,93
NJ0143,NJ0143-002,WEST DEPTFORD PUBLIC LIBRARY,BOX 140/ROUTE 1,THOROFARE,08086,9598,6098455593,Gloucester,CE,NC,E,0,002,NJ,34,93
NJ0144,NJ0144-002,WESTVILLE PUBLIC LIBRARY,114 CROWN POINT ROAD,WESTVILLE,08093,1130,6094560357,Gloucester,CE,NC,C,0,002,NJ,34,93
NJ0145,NJ0145-002,WOODBURY PUBLIC LIBRARY,33 DELAWARE STREET,WOODBURY,08096,5925,6098452611,Gloucester,CE,NC,E,0,002,NJ,34,93
NJ0146,NJ0146-002,BAYONNE FREE PUBLIC LIBRARY,697 AVENUE C,BAYONNE,07002,2806,2018586970,Hudson,CE,NC,G,0,002,NJ,34,93
NJ0147,NJ0147-002,HARRISON PUBLIC LIBRARY,415 HARRISON,HARRISON,07029,1750,2014832366,Hudson,CE,NC,E,0,002,NJ,34,93
NJ0148,NJ0148-002,HOBOKEN PUBLIC LIBRARY,500 PARK AVENUE,HOBOKEN,07030,3906,2014202346,Hudson,CE,NC,F,0,002,NJ,34,93
NJ0149,NJ0149-002,JERSEY CITY PUBLIC LIBRARY,472 JERSEY AVENUE,JERSEY CITY,07302,3456,2015474500,Hudson,CE,CC,H,0,002,NJ,34,93
NJ0150,NJ0150-002,KEARNY PUBLIC LIBRARY,318 KEARNY AVENUE,KEARNY,07032,2505,2019982666,Hudson,CE,NC,F,0,002,NJ,34,93
NJ0151,NJ0151-002,NORTH BERGEN FREE PUBLIC LIBRARY,8411 BERGENLINE AVENUE,NORTH BERGEN,07047,5051,2018694715,Hudson,CE,NC,F,0,002,NJ,34,93
NJ0152,NJ0152-002,SECAUCUS FREE PUBLIC LIBRARY,PLAZA CENTER,SECAUCUS,07094,  -1,2013302083,Hudson,CE,NC,E,0,002,NJ,34,93
NJ0153,NJ0153-002,UNION CITY PUBLIC LIBRARY,324 43RD STREET,UNION CITY,07087,5008,2018667500,Hudson,CE,NC,G,0,002,NJ,34,93
NJ0154,NJ0154-002,WEEHAWKEN FREE PUBLIC LIBRARY,49 HAUXHURST AVENUE,WEEHAWKEN,07087,6803,2018637823,Hudson,CE,NC,E,0,002,NJ,34,93
NJ0155,NJ0155-002,WEST NEW YORK PUBLIC LIBRARY,425 60TH STREET,WEST NEW YORK,07093,  -1,2018541028,Hudson,CE,NC,F,0,002,NJ,34,93
NJ0156,NJ0156-002,HUNTERDON COUNTY LIBRARY,ROUTE 12,FLEMINGTON,08822,1200,2017881444,Hunterdon,CE,NC,G,0,002,NJ,34,93
NJ0157,NJ0157-002,GRANDIN LIBRARY ASSOCIATION,6 LEIGH STREET,CLINTON,08809,1310,2017354812,Hunterdon,CE,NC,B,0,002,NJ,34,93
NJ0158,NJ0158-002,FLEMINGTON FREE PUBLIC LIBRARY,118 MAIN STREET,FLEMINGTON,08822,1617,2017825733,Hunterdon,CE,NC,C,0,002,NJ,34,93
NJ0159,NJ0159-002,FRENCHTOWN PUBLIC LIBRARY,BOROUGH HALL/SECOND STREET,FRENCHTOWN,08825,  -1,2019964788,Hunterdon,CE,NC,B,0,002,NJ,34,93
NJ0160,NJ0160-002,HIGH BRIDGE PUBLIC LIBRARY,71 MAIN STREET,HIGH BRIDGE,08829,1902,2016388231,Hunterdon,CE,NC,C,0,002,NJ,34,93
NJ0161,NJ0161-002,HOLLAND TOWNSHIP FREE PUBLIC LIBRARY,BOX 37/RD3,MILFORD,08848,9503,2019954767,Hunterdon,CE,NC,C,0,002,NJ,34,93
NJ0162,NJ0162-002,LAMBERTVILLE FREE PUBLIC LIBRARY,6 LILLY ST.,LAMBERTVILLE,08530,  -1,6093970275,Hunterdon,CE,NC,C,0,002,NJ,34,93
NJ0163,NJ0163-002,MILFORD PUBLIC LIBRARY,FRENCHTOWN RD.,MILFORD,08848,9601,2019954072,Hunterdon,CE,NC,B,0,002,NJ,34,93
NJ0164,NJ0164-002,TEWKSBURY TWSP. PUB. LIB.,PO BOX 85,OLDWICK,08858,0049,2014393761,Hunterdon,CE,NC,C,0,002,NJ,34,93
NJ0165,NJ0165-002,MERCER COUNTY LIBRARY,2751 BRUNSWICK PIKE,LAWRENCEVILLE,08648,2432,6099896916,Mercer,CE,NC,H,0,002,NJ,34,93
NJ0166,NJ0166-002,HAMILTON TWSP. FREE PUBLIC LIBRARY,ONE MUNICIPAL DRIVE,HAMILTON,08619,3809,6095814060,Mercer,CE,NC,G,0,002,NJ,34,93
NJ0167,NJ0167-002,HOPEWELL PUBLIC LIBRARY,13 E. BROAD STREET,HOPEWELL,08525,1829,6094661625,Mercer,CE,NC,B,0,002,NJ,34,93
NJ0168,NJ0168-002,PENNINGTON FREE PUB. LIB.,24 N. MAIN STREET,PENNINGTON,08534,2203,6097370404,Mercer,CE,NC,B,0,002,NJ,34,93
NJ0169,NJ0169-002,PRINCETON PUBLIC LIBRARY,65 WITHERSPOON STREET,PRINCETON,08542,3225,6099249529,Mercer,CE,NC,F,0,002,NJ,34,93
NJ0170,NJ0170-002,TRENTON FREE PUBLIC LIBRARY,120 ACADEMY STREET,TRENTON,08608,1302,6093927188,Mercer,CE,NC,G,0,002,NJ,34,93
NJ0171,NJ0171-002,CARTERET PUBLIC LIBRARY,63 CARTERET AVENUE,CARTERET,07008,2541,2015415737,Middlesex,CE,NC,E,0,002,NJ,34,93
NJ0172,NJ0172-002,CRANBURY PUBLIC LIBRARY,23 MAIN STREET,CRANBURY,08512,3203,6096550555,Middlesex,CE,NC,B,0,002,NJ,34,93
NJ0173,NJ0173-002,DUNELLEN FREE PUBLIC LIBRARY,NEW MARKET ROAD,DUNELLEN,08812,  -1,2019684585,Middlesex,CE,NC,D,0,002,NJ,34,93
NJ0174,NJ0174-002,EAST BRUNSWICK PUBLIC LIBRARY,2 JEAN WALLING CIVIC CENTER,EAST BRUNSWICK,08816,  -1,2013906950,Middlesex,CE,NC,F,0,002,NJ,34,93
NJ0175,NJ0175-002,EDISON TWSP. FREE PUBLIC LIB,340 PLAINFIELD AVENUE,EDISON,08817,3147,2012872298,Middlesex,CE,NC,G,0,002,NJ,34,93
NJ0176,NJ0176-002,HIGHLAND PARK PUBLIC LIBRARY,26 N. 6TH AVENUE,HIGHLAND PARK,08904,2936,2015722750,Middlesex,CE,NC,E,0,002,NJ,34,93
NJ0177,NJ0177-002,JAMESBURG LIBRARY,229 GATZMER AVENUE,JAMESBURG,08831,1352,2015210440,Middlesex,CE,NC,C,0,002,NJ,34,93
NJ0178,NJ0178-002,METUCHEN PUBLIC LIBRARY,480 MIDDLESEX AVENUE,METUCHEN,08840,1412,2016328526,Middlesex,CE,NC,E,0,002,NJ,34,93
NJ0179,NJ0179-002,MIDDLESEX PUBLIC LIBRARY,MOUNTAIN AVENUE,MIDDLESEX,08846,  -1,2013566602,Middlexex,CE,NC,E,0,002,NJ,34,93
NJ0180,NJ0180-002,MILLTOWN PUBLIC LIBRARY,20 W. CHURCH STREET,MILLTOWN,08850,1528,2012472270,Middlesex,CE,NC,D,0,002,NJ,34,93
NJ0181,NJ0181-002,MONROE TOWNSHIP PUBLIC LIBRARY,MUNICIPAL BLVD/PERRINEVILLE RD.,JAMESBURG,08831,  -1,2015215000,Middlesex,CE,NC,E,0,002,NJ,34,93
NJ0182,NJ0182-002,NEW BRUNSWICK FREE PUB. LIB.,60 LIVINGSTON AVENUE,NEW BRUNSWICK,08901,2520,2017455108,Middlesex,CE,CC,F,0,002,NJ,34,93
NJ0183,NJ0183-002,NO. BRUNSWICK FREE PUB. LIB.,880 HERMANN ROAD,NORTH BRUNSWICK,08902,2341,2012463545,Middlesex,CE,NC,F,0,002,NJ,34,93
NJ0184,NJ0184-002,OLD BRIDGE PUBLIC LIBRARY,1 OLD BRIDGE PLAZA,OLD BRIDGE,08857,2474,2016795622,Middlesex,CE,NC,G,0,002,NJ,34,93
NJ0185,NJ0185-002,PERTH AMBOY FREE PUB. LIB.,196 JEFFERSON STREET,PERTH AMBOY,08861,4106,2018262600,Middlesex,CE,CC,F,0,002,NJ,34,93
NJ0186,NJ0186-002,PISCATAWAY PUBLIC LIBRARY,500 HOES LANE,PISCATAWAY,08854,5040,2014631633,Middlesex,CE,NC,F,0,002,NJ,34,93
NJ0187,NJ0187-002,PLAINSBORO FREE PUB. LIB.,506 PLAINSBORO ROAD,PLAINSBORO,08536,  -1,6092752897,Middlesex,CE,NC,E,0,002,NJ,34,93
NJ0188,NJ0188-002,SAYREVILLE FREE PUBLIC LIBRARY,1050 WASINGTON ROAD,PARLIN,08859,1061,2017270212,Middlesex,CE,NC,F,0,002,NJ,34,93
NJ0189,NJ0189-002,DOWDELL LIB. OF SO. AMBOY,N. STEVENS AVENUE & 2ND STREET,SOUTH AMBOY,08879,1697,2017216060,Middlesex,CE,NC,D,0,002,NJ,34,93
NJ0190,NJ0190-002,SO. BRUNSWICK PUB. LIB.,KINGSTON LANE,MONMOUTH JUNT.,08852,9719,2018218224,Middlesex,CE,NC,E,0,002,NJ,34,93
NJ0191,NJ0191-002,SO. PLAINFIELD FREE PUB. LIB.,2484 SO. PLAINFIELD AVE.,SO. PLAINFIELD,07080,3531,2017547885,Middlesex,CE,NC,E,0,002,NJ,34,93
NJ0192,NJ0192-002,SOUTH RIVER PUBLIC LIBRARY,55 APPLEBY AVENUE,SO. RIVER,08882,2486,2012542488,Middlesex,CE,NC,E,0,002,NJ,34,93
NJ0193,NJ0193-002,SPOTSWOOD PUBLIC LIBRARY,548 MAIN STREET,SPOTSWOOD,08884,1649,2012511515,Middlesex,CE,NC,D,0,002,NJ,34,93
NJ0194,NJ0194-002,WOODBRIDGE PUBLIC LIBRARY,GEORGE FREDERICK PLAZA,WOODBRIDGE,07095,  -1,2016344450,Middlesex,CE,NC,G,0,002,NJ,34,93
NJ0195,NJ0195-002,MONMOUTH COUNTY LIBRARY,125 SYMMES ROAD,MANALAPAN TWP.,07726,3224,2014317220,Monmouth,CE,NC,I,0,002,NJ,34,93
NJ0196,NJ0196-002,MATAWAN-ABERDEEN PUBLIC LIBRARY,165 MAIN STREET,MATAWAN,07747,3126,2015839100,Monmouth,CE,NC,F,0,002,NJ,34,93
NJ0197,NJ0197-002,ASBURY PARK FREE PUBLIC LIBRARY,500 FIRST AVENUE,ASBURY PARK,07712,6117,2017744221,Monmouth,CE,NC,E,0,002,NJ,34,93
NJ0198,NJ0198-002,ATLANTIC HIGHLANDS PUBLIC LIBRARY,100 FIRST AVENUE,ATL.HIGHLANDS,07716,1203,2012911956,Monmouth,CE,NC,C,0,002,NJ,34,93
NJ0199,NJ0199-002,AVON FREE PUBLIC LIBRARY,GARFIELD & FIFTH AVENUE,AVON-BY-THE-SEA,07717,  -1,2017756998,Monmouth,CE,NC,B,0,002,NJ,34,93
NJ0200,NJ0200-002,BELMAR PUBLIC LIBRARY,517 10TH AVE.,BELMAR,07119,2316,2016810775,Monmouth,CE,NC,D,0,002,NJ,34,93
NJ0201,NJ0201-002,BRADLEY BEACH PUBLIC LIBRARY,511 FOURTH AVENUE,BRADLEY BEACH,07720,1248,2017762995,Monmouth,CE,NC,C,0,002,NJ,34,93
NJ0202,NJ0202-002,BRIELLE PUBLIC LIBRARY,610 SOUTH STREET,BRIELLE,08730,1448,2015289381,Monmouth,CE,NC,C,0,002,NJ,34,93
NJ0203,NJ0203-002,EATONTOWN PUBLIC LIBRARY,33 BROAD STREET,EATONTOWN,07724,  -1,2013892665,Monmouth,CE,NC,E,0,002,NJ,34,93
NJ0204,NJ0204-002,FAIR HAVEN PUBLIC LIBRARY,748 RIVER ROAD,FAIR HAVEN,07704,  -1,2017475031,Monmouth,CE,NC,D,0,002,NJ,34,93
NJ0205,NJ0205-002,FREEHOLD PUBLIC LIBRARY,28-L/2 E. MAIN STREET,FREEHOLD,07728,2202,2014625135,Monmouth,CE,NC,E,0,002,NJ,34,93
NJ0206,NJ0206-002,KEANSBURG PUBLIC LIBRARY,43 CHURCH STREET,KEANSBURG,07734,1414,2017870215,Monmouth,CE,NC,E,0,002,NJ,34,93
NJ0207,NJ0207-002,KEYPORT FREE PUBLIC LIBRARY,BROAD STREET,KEYPORT,07735,  -1,2012640543,Monmouth,CE,NC,D,0,002,NJ,34,93
NJ0208,NJ0208-002,LITTLE SILVER PUBLIC LIBRARY,PROSPECT AVENUE,LITTLE SILVER,07739,1430,2017479649,Monmouth,CE,NC,D,0,002,NJ,34,93
NJ0209,NJ0209-002,LONG BRANCH PUBLIC LIBRARY,328 BROADWAY,LONG BRANCH,07740,6938,2012223900,Monmouth,CE,NC,F,0,002,NJ,34,93
NJ0210,NJ0210-002,MANASQUAN PUBLIC LIBRARY,55 BROAD STREET,MANASQUAN,08736,2930,2012231503,Monmouth,CE,NC,D,0,002,NJ,34,93
NJ0211,NJ0211-002,MIDDLETOWN TWSP. PUB. LIB.,55 NEW MONMOUTH ROAD,MIDDLETOWN,07748,2103,2016713700,Monmouth,CE,NC,G,0,002,NJ,34,93
NJ0212,NJ0212-002,MONMOUTH BEACH PUB. LIB.,18 WILLOW AVENUE,MONMOUTH BEACH,07750,  -1,2012291187,Monmouth,CE,NC,C,0,002,NJ,34,93
NJ0213,NJ0213-002,NEPTUNE TOWNSHIP PUBLIC LIBRARY,25 NEPTUNE BLVD.,NEPTUNE,07753,1125,2017758241,Monmouth,CE,NC,F,0,002,NJ,34,93
NJ0215,NJ0215-002,RED BANK PUBLIC LIBRARY,84 W. FRONT STREET,RED BANK,07701,1645,2018420690,Monmouth,CE,NC,E,0,002,NJ,34,93
NJ0216,NJ0216-002,OCEANIC FREE LIBRARY,AVENUE OF TWO RIVERS & RIDGE ROAD,RUMSON,07760,  -1,2018422692,Monmouth,CE,NC,D,0,002,NJ,34,93
NJ0217,NJ0217-002,SPRING LAKE PUBLIC LIBRARY,1501 3RD AVENUE,SPRING LAKE,07762,1402,2014496654,Monmouth,CE,NC,C,0,002,NJ,34,93
NJ0218,NJ0218-002,TINTON FALLS PUBLIC LIBRARY,664 TINTON AVENUE,TINTON FALLS,07724,3275,2015423110,Monmouth,CE,NC,E,0,002,NJ,34,93
NJ0219,NJ0219-002,UNION BEACH MEMORIAL LIBRARY,810 UNION AVENUE,UNION BEACH,07735,3137,2012643792,Monmouth,CE,NC,D,0,002,NJ,34,93
NJ0220,NJ0220-002,WEST LONG BRANCH PUB. LIB.,95 POPLAR AVENUE,W. LONG BRANCH,07764,1653,2012225993,Monmouth,CE,NC,D,0,002,NJ,34,93
NJ0221,NJ0221-002,MORRIS COUNTY FREE LIBRARY,30 E. HANOVER AVENUE,WHIPPANY,07981,1825,2012856930,Morris,CE,NC,H,0,002,NJ,34,93
NJ0222,NJ0222-002,THE HOLMES LIBRARY,621 MAIN STREET,BOONTON,07005,1717,2013342980,Morris,CE,NC,D,0,002,NJ,34,93
NJ0223,NJ0223-002,BUTLER PUBLIC LIBRARY,1 ACE ROAD,BUTLER,07045,1375,2018383262,Morris,CE,NC,D,0,002,NJ,34,93
NJ0224,NJ0224-002,CHATHAM JOINT FREE PUBLIC LIBRARY,214 MAIN STREET,CHATHAM,07928,2411,2016350603,Morris,CE,NC,E,0,002,NJ,34,93
NJ0225,NJ0225-002,CHESTER LIBRARY,250 ROUTE 24,CHESTER,07930,  -1,2018797612,Morris,CE,NC,D,0,002,NJ,34,93
NJ0226,NJ0226-002,DENVILLE FREE PUBLIC LIBRARY,DIAMOND SPRING ROAD,DENVILLE,07834,  -1,2016276555,Morris,CE,NC,E,0,002,NJ,34,93
NJ0227,NJ0227-002,DOVER FREE PUBLIC LIBRARY,32 E. CLINTON STREET,DOVER,07801,3953,2013660172,Morris,CE,NC,E,0,002,NJ,34,93
NJ0228,NJ0228-002,EAST HANOVER TWSP. PUBLIC LIBRARY,415 RIDGEDALE AVENUE,EAST HANOVER,07936,1440,2018876215,Morris,CE,NC,D,0,002,NJ,34,93
NJ0229,NJ0229-002,FLORHAM PARK FREE PUBLIC LIBRARY,107 RIDGEDALE AVENUE,FLORHAM PARK,07932,1707,2013772694,Morris,CE,NC,E,0,002,NJ,34,93
NJ0230,NJ0230-002,WHIPPANONG LIB/HANOVER TWSP.,1000 ROUTE 10,WHIPPANY,07981,1005,2014282460,Morris,CE,NC,E,0,002,NJ,34,93
NJ0231,NJ0231-002,JEFFERSON TWSP. PUB. LIB.,WELDON ROAD,OAK RIDGE,07438,9511,2016976363,Morris,CE,NC,E,0,002,NJ,34,93
NJ0232,NJ0232-002,KINNELON PUBLIC LIBRARY,KINNELON ROAD,KINNELON,07405,  -1,2018381321,Morris,CE,NC,D,0,002,NJ,34,93
NJ0233,NJ0233-002,LINCOLN PARK PUBLIC LIBRARY,12 BOONTON TPK.,LINCOLN PARK,07035,1741,2016948283,Morris,CE,NC,E,0,002,NJ,34,93
NJ0234,NJ0234-002,MADISON PUBLIC LIBRARY,39 KEEP STREET,MADISON,07940,2616,2013770722,Morris,CE,NC,E,0,002,NJ,34,93
NJ0235,NJ0235-002,MENDHAM FREE PUBLIC LIBRARY,10 HILLTOP ROAD,MENDHAM,07945,1215,2015434152,Morris,CE,NC,D,0,002,NJ,34,93
NJ0236,NJ0236-002,MENDHAM TOWNSHIP LIBRARY,CHERRY LANE,BROOKSIDE,07926,  -1,2015434018,Morris,CE,NC,C,0,002,NJ,34,93
NJ0237,NJ0237-002,MONTVILLE TWSP. PUB. LIB.,356 ROUTE 202,MONTVILLE,07045,9730,2013342333,Morris,CE,NC,E,0,002,NJ,34,93
NJ0238,NJ0238-002,MORRISTOWN-MORRIS TWP JNT PUB LIB,1 MILLER ROAD,MORRISTOWN,07960,5234,2015386161,Morris,CE,NC,F,0,002,NJ,34,93
NJ0239,NJ0239-002,MORRIS PLAINS LIBRARY,77 GLENBROOK ROAD,MORRIS PLAINS,07950,2246,2015382599,Morris,CE,NC,D,0,002,NJ,34,93
NJ0240,NJ0240-002,MOUNTAIN LAKES FREE PUBLIC LIBRARY,ELM ROAD & MORRIS AVENUE,MOUNTAIN LAKES,07046,1316,2013345095,Morris,CE,NC,C,0,002,NJ,34,93
NJ0241,NJ0241-002,MOUNT ARLINGTON PUB. LIB.,404 HOWARD BLVD.,MOUNT ARLINGTON,07856,1131,2013981516,Morris,CE,NC,C,0,002,NJ,34,93
NJ0242,NJ0242-002,MOUNT OLIVE PUBLIC LIBRARY,WOLFE ROAD,BUDD LAKE,07828,3899,2016918686,Morris,CE,NC,E,0,002,NJ,34,93
NJ0243,NJ0243-002,PARSIPPANY-TROY HILLS P.L.,PO BOX 5303,PARSIPPANY,07054,0597,2018878907,Morris,CE,NC,F,0,002,NJ,34,93
NJ0244,NJ0244-002,PASSAIC TWSP. FREE PUB. LIB.,91 CENTRAL AVENUE,STIRLING,07980,1203,2016472088,Morris,CE,NC,D,0,002,NJ,34,93
NJ0245,NJ0245-002,PEQUANNOCK TWSP. PUB. LIB.,530 TURNPIKE,POMPTON PLAINS,07444,1744,2018357460,Morris,CE,NC,E,0,002,NJ,34,93
NJ0246,NJ0246-002,RANDOLPH TWSP. FREE PUB. LIB.,28 CALAIS ROAD,RANDOLPH,07869,3607,2018953556,Morris,CE,NC,E,0,002,NJ,34,93
NJ0247,NJ0247-002,ROCKAWAY FREE PUBLIC LIBRARY,82 E. MAIN STREET,ROCKAWAY BOROUGH,07866,  -1,2016275709,Morris,CE,NC,D,0,002,NJ,34,93
NJ0248,NJ0248-002,ROCKAWAY TWSP. PUB. LIB.,61 MT. HOPE ROAD,ROCKAWAY,07866,1634,2016272344,Morris,CE,NC,E,0,002,NJ,34,93
NJ0249,NJ0249-002,ROXBURY PUBLIC LIBRARY,103 MAIN STREET,SUCCASUNNA,07876,1417,2015842400,Morris,CE,NC,E,0,002,NJ,34,93
NJ0250,NJ0250-002,WASH. TWSP. PUB. LIB.(LONG VALLEY),146 SCHOOLEYS MOUNTAIN ROAD,LONG VALLEY,07853,9303,2018763596,Morris,CE,NC,E,0,002,NJ,34,93
NJ0251,NJ0251-002,WHARTON PUBLIC LIBRARY,15 S. MAIN STREET,WHARTON,07885,1911,2013611333,Morris,CE,NC,D,0,002,NJ,34,93
NJ0252,1500,OCEAN COUNTY LIBRARY,101 WASHINGTON STREET,TOMS RIVER,08753,7625,2013496200,Ocean,CE,NC,U,0,002,NJ,34,93
NJ0253,NJ0253-002,BEACH HAVEN PUBLIC LIBRARY,3RD AND BEACH AVES.,BEACH HAVEN,08008,1788,6094927081,Ocean,CE,NC,B,0,002,NJ,34,93
NJ0254,NJ0254-002,LAKEWOOD PUBLIC LIBRARY,200 MONMOUTH AVENUE,LAKEWOOD,08701,  -1,2013631435,Ocean,CE,NC,F,0,002,NJ,34,93
NJ0255,NJ0255-002,BLOOMINGDALE FREE PUBLIC LIBRARY,101 HAMBURG TPK.,BLOOMINGDALE,07403,1236,2018380077,Passaic,CE,NC,D,0,002,NJ,34,93
NJ0256,NJ0256-002,CLIFTON PUBLIC LIBRARY,292 PIAGET AVENUE,CLIFTON,07011,2521,2017725500,Passaic,CE,NC,G,0,002,NJ,34,93
NJ0257,NJ0257-002,HALEDON PUBLIC LIBRARY,404 MORRISSEE AVENUE,HALEDON,07508,1314,2017903808,Passaic,CE,NC,D,0,002,NJ,34,93
NJ0258,NJ0258-002,LOUIS BAY 2ND LIBRARY & COMM. CTR.,345 LAFAYETTE AVENUE,HAWTHORNE,07506,2505,2014275745,Passaic,CE,NC,E,0,002,NJ,34,93
NJ0259,NJ0259-002,LITTLE FALLS PUBLIC LIBRARY,8 WARREN ST.,LITTLE FALLS,07424,2230,2012562784,Passaic,CE,NC,E,0,002,NJ,34,93
NJ0260,NJ0260-002,NO. HALEDON FREE PUB. LIB.,129 OVERLOOK AVENUE,NORTH HALEDON,07508,2599,2014276213,Passaic,CE,NC,D,0,002,NJ,34,93
NJ0261,NJ0261-002,PASSAIC PUBLIC LIBRARY,195 GREGORY AVENUE,PASSAIC,07055,4805,2017790474,Passaic,CE,NC,G,0,002,NJ,34,93
NJ0262,NJ0262-002,PATERSON FREE PUBLIC LIBRARY,250 BROADWAY,PATERSON,07501,2032,2018817038,Passaic,CE,CC,H,0,002,NJ,34,93
NJ0263,NJ0263-002,EMANUEL EINSTEIN PUB. LIB.,333 WANAQUE AVENUE,POMPTON LAKES,07442,1826,2018350482,Passaic,CE,NC,E,0,002,NJ,34,93
NJ0264,NJ0264-002,RINGWOOD PUBLIC LIBRARY,145 SKYLANDS ROAD,RINGWOOD,07456,2203,2019626256,Passaic,CE,NC,E,0,002,NJ,34,93
NJ0265,NJ0265-002,DWIGHT D. EISENHOWER LIBRARY,537 TOTOWA ROAD,TOTOWA BOROUGH,07512,2069,2017903265,Passaic,CE,NC,E,0,002,NJ,34,93
NJ0266,NJ0266-002,WANAQUE FREE PUBLIC LIBRARY,616 RINGWOOD AVENUE,WANAQUE,07465,2012,2018394434,Passaic,CE,NC,E,0,002,NJ,34,93
NJ0267,NJ0267-002,WAYNE PUBLIC LIBRARY,475 VALLEY ROAD,WAYNE,07470,3532,2016944272,Passaic,CE,NC,G,0,002,NJ,34,93
NJ0268,NJ0268-002,WEST MILFORD TWSP. LIBRARY,UNION VALLEY ROAD,W. MILFORD,07480,  -1,2017282820,Passaic,CE,NC,F,0,002,NJ,34,93
NJ0269,NJ0269-002,WEST PATERSON FREE PUB. LIB.,MCBRIDE AVE. & BROPHY LA.,W. PATERSON,07424,  -1,2013458120,Passaic,CE,NC,E,0,002,NJ,34,93
NJ0270,NJ0270-002,ELMER PUBLIC LIBRARY,116 S. MAIN STREET,ELMER,08318,2233,6093582014,Salem,CE,NC,B,0,002,NJ,34,93
NJ0271,NJ0271-002,PENNS GROVE-CARNEY'S PT. LIB.,S. BROAD STREET,PENNS GROVE,08069,1696,6092994255,Salem,CE,NC,E,0,002,NJ,34,93
NJ0272,NJ0272-002,PENNSVILLE PUBLIC LIBRARY,190 S. BROADWAY,PENNSVILLE,08070,2220,6096785473,Salem,CE,NC,E,0,002,NJ,34,93
NJ0273,NJ0273-002,SALEM FREE PUBLIC LIBRARY,112 W. BROADWAY,SALEM,08079,1302,6099350526,Salem,CE,NC,D,0,002,NJ,34,93
NJ0274,NJ0274-002,WOODSTOWN-PILESGROVE LIBRARY,SCHOOL LANE,WOODSTOWN,08098,1331,6097690098,Salem,CE,NC,D,0,002,NJ,34,93
NJ0275,NJ0275-002,SOMERSET COUNTY LIBRARY,PO BOX 6700/N. BRIDGE ST. & VOGT DR,BRIDGEWATER,08807,0700,2015264016,Somerset,CE,NC,H,0,002,NJ,34,93
NJ0276,NJ0276-002,BEDMINSTER-FAR HILLS,"LAMINGTON RD, BOX 82",BEDMINSTER,07931,0082,2012342325,Somerset,CE,NC,D,0,002,NJ,34,93
NJ0277,NJ0277-002,BERNARDS TOWHSHIP LIBRARY,32 SO. MAPLE AVENUE,BASKING RIDGE,07920,1216,2012043031,Somerset,CE,NC,E,0,002,NJ,34,93
NJ0278,NJ0278-002,BERNARDSVILLE PUBLIC LIBRARY,2 MORRISTOWN ROAD,BERNARDSVILLE,07924,2316,2017660118,Somerset,CE,NC,D,0,002,NJ,34,93
NJ0279,NJ0279-002,BOUND BROOK MEMORIAL LIBRARY,402 E. HIGH STREET,BOUND BROOK,08805,2007,2013560043,Somerset,CE,NC,D,0,002,NJ,34,93
NJ0280,NJ0280-002,FRANKLIN TWP. PUB. LIB./SOMERSET,485 DE MOTT LANE,SOMERSET,08873,2709,2018738700,Somerset,CE,NC,F,0,002,NJ,34,93
NJ0281,NJ0281-002,MANVILLE PUBLIC LIBRARY,100 S. 10TH AVENUE,MANVILLE,08835,1730,2017229722,Somerset,CE,NC,E,0,002,NJ,34,93
NJ0282,NJ0282-002,RARITAN PUBLIC LIBRARY,54 E. SOMERSET STREET,RARITAN,08869,2113,2017250413,Somerset,CE,NC,D,0,002,NJ,34,93
NJ0283,NJ0283-002,SOMERVILLE FREE PUB. LIB.,35 WEST END AVENUE,SOMERVILLE,08876,1808,2017251336,Somerset,CE,NC,E,0,002,NJ,34,93
NJ0284,NJ0284-002,SUSSEX COUNTY LIBRARY SYSTEM,BOX 76/RT. 655/RD 3,NEWTON,07860,9598,2019483660,Sussex,CE,NC,H,0,002,NJ,34,93
NJ0285,NJ0285-002,SPARTA PUBLIC LIBRARY,22 WOODPORT ROAD,SPARTA,07871,2420,2017293101,Sussex,CE,NC,E,0,002,NJ,34,93
NJ0286,NJ0286-002,BERKELEY HEIGHTS FREE PUBLIC LIBRARY,290 PLAINFIELD AVENUE,BERKELEY HEIGHTS,07922,1438,2014649333,Union,CE,NC,E,0,002,NJ,34,93
